,atm_name,weekday,festival_religion,working_day,holiday_sequence,trans_date_set,trans_month,trans_year,prevweek_mean,total_amount_withdrawn
4889,Mount Road ATM,SATURDAY,NH,H,WHH,2,9,2013,541129.0,622500
4894,Mount Road ATM,SUNDAY,NH,H,HHH,2,9,2013,541129.0,290100
4899,Mount Road ATM,MONDAY,H,H,HHW,2,9,2013,721758.0,282200
4904,Mount Road ATM,TUESDAY,NH,W,HWW,2,9,2013,721758.0,723000
4909,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,9,2013,721758.0,733800
4914,Mount Road ATM,THURSDAY,NH,W,WWW,3,9,2013,721758.0,594500
4919,Mount Road ATM,FRIDAY,NH,W,WWH,3,9,2013,721758.0,576800
4924,Mount Road ATM,SATURDAY,NH,H,WHH,3,9,2013,721758.0,590100
4929,Mount Road ATM,SUNDAY,NH,H,HHW,3,9,2013,721758.0,324600
4934,Mount Road ATM,MONDAY,NH,W,HWW,4,9,2013,546429.0,524900
4939,Mount Road ATM,TUESDAY,NH,W,WWW,4,9,2013,546429.0,584500
4944,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,9,2013,546429.0,32200
4949,Mount Road ATM,THURSDAY,NH,W,WWW,4,9,2013,546429.0,695300
4954,Mount Road ATM,FRIDAY,NH,W,WWH,4,9,2013,546429.0,512700
4959,Mount Road ATM,SATURDAY,NH,H,WHH,5,9,2013,546429.0,507100
4964,Mount Road ATM,SUNDAY,NH,H,HHW,5,9,2013,546429.0,245900
4969,Mount Road ATM,MONDAY,NH,W,HWW,5,9,2013,443229.0,517500
4974,Mount Road ATM,TUESDAY,NH,W,WWW,5,9,2013,443229.0,354000
4979,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,9,2013,443229.0,493300
4984,Mount Road ATM,THURSDAY,NH,W,WWW,6,9,2013,443229.0,354200
4989,Mount Road ATM,FRIDAY,NH,W,WWH,6,9,2013,443229.0,375400
4994,Mount Road ATM,SATURDAY,NH,H,WHH,6,9,2013,443229.0,724600
4999,Mount Road ATM,SUNDAY,NH,H,HHW,6,9,2013,443229.0,204100
5004,Mount Road ATM,MONDAY,NH,W,HWW,6,9,2013,431872.0,561500
5009,Mount Road ATM,TUESDAY,NH,W,WWH,1,10,2013,431872.0,875100
5014,Mount Road ATM,WEDNESDAY,N,H,WHW,1,10,2013,431872.0,705400
5019,Mount Road ATM,THURSDAY,NH,W,HWW,1,10,2013,431872.0,908900
5024,Mount Road ATM,FRIDAY,NH,W,WWH,1,10,2013,431872.0,930400
5029,Mount Road ATM,SATURDAY,NH,H,WHH,1,10,2013,431872.0,858900
5034,Mount Road ATM,SUNDAY,NH,H,HHW,2,10,2013,431872.0,593800
5039,Mount Road ATM,MONDAY,NH,W,HWW,2,10,2013,776286.0,865500
5044,Mount Road ATM,TUESDAY,NH,W,WWW,2,10,2013,776286.0,651200
5049,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,10,2013,776286.0,553200
5054,Mount Road ATM,THURSDAY,NH,W,WWW,2,10,2013,776286.0,755500
5059,Mount Road ATM,FRIDAY,NH,W,WWH,3,10,2013,776286.0,736000
5064,Mount Road ATM,SATURDAY,NH,H,WHH,3,10,2013,776286.0,709900
5069,Mount Road ATM,SUNDAY,NH,H,HHH,3,10,2013,776286.0,450800
5074,Mount Road ATM,MONDAY,H,H,HHW,3,10,2013,674586.0,292400
5079,Mount Road ATM,TUESDAY,NH,W,HWW,3,10,2013,674586.0,385500
5084,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,10,2013,674586.0,366600
5089,Mount Road ATM,THURSDAY,NH,W,WWW,4,10,2013,674586.0,471000
5094,Mount Road ATM,FRIDAY,NH,W,WWH,4,10,2013,674586.0,601800
5099,Mount Road ATM,SATURDAY,NH,H,WHH,4,10,2013,674586.0,676500
5104,Mount Road ATM,SUNDAY,NH,H,HHW,4,10,2013,674586.0,400600
5109,Mount Road ATM,MONDAY,NH,W,HWW,5,10,2013,456343.0,463100
5114,Mount Road ATM,TUESDAY,NH,W,WWW,5,10,2013,456343.0,508100
5119,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,10,2013,456343.0,616400
5124,Mount Road ATM,THURSDAY,NH,W,WWW,5,10,2013,456343.0,929100
5129,Mount Road ATM,FRIDAY,NH,W,WWH,5,10,2013,456343.0,658700
5134,Mount Road ATM,SATURDAY,NH,H,WHH,6,10,2013,456343.0,650400
5139,Mount Road ATM,SUNDAY,NH,H,HHW,6,10,2013,456343.0,470800
5144,Mount Road ATM,MONDAY,NH,W,HWW,6,10,2013,613800.0,891700
5149,Mount Road ATM,TUESDAY,NH,W,WWW,6,10,2013,613800.0,651200
5154,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,10,2013,613800.0,631300
5159,Mount Road ATM,THURSDAY,NH,W,WWW,7,10,2013,613800.0,715500
5164,Mount Road ATM,FRIDAY,NH,W,WWH,1,11,2013,613800.0,789300
5169,Mount Road ATM,SATURDAY,NH,H,WHH,1,11,2013,613800.0,233000
5174,Mount Road ATM,SUNDAY,H,H,HHW,1,11,2013,613800.0,158000
5179,Mount Road ATM,MONDAY,NH,W,HWH,1,11,2013,581429.0,845400
5184,Mount Road ATM,TUESDAY,M,H,WHW,1,11,2013,581429.0,879100
5189,Mount Road ATM,WEDNESDAY,NH,W,HWW,2,11,2013,581429.0,646400
5194,Mount Road ATM,THURSDAY,NH,W,WWW,2,11,2013,581429.0,840500
5199,Mount Road ATM,FRIDAY,NH,W,WWH,2,11,2013,581429.0,707200
5204,Mount Road ATM,SATURDAY,NH,H,WHH,2,11,2013,581429.0,755900
5209,Mount Road ATM,SUNDAY,NH,H,HHW,2,11,2013,581429.0,350300
5214,Mount Road ATM,MONDAY,NH,W,HWW,3,11,2013,717829.0,811200
5219,Mount Road ATM,TUESDAY,NH,W,WWW,3,11,2013,717829.0,887400
5224,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,11,2013,717829.0,285600
5229,Mount Road ATM,THURSDAY,NH,W,WWW,3,11,2013,717829.0,806900
5234,Mount Road ATM,FRIDAY,NH,W,WWH,3,11,2013,717829.0,325200
5239,Mount Road ATM,SATURDAY,NH,H,WHH,4,11,2013,717829.0,499400
5244,Mount Road ATM,SUNDAY,NH,H,HHW,4,11,2013,717829.0,260600
5249,Mount Road ATM,MONDAY,NH,W,HWW,4,11,2013,553758.0,712000
5254,Mount Road ATM,TUESDAY,NH,W,WWW,4,11,2013,553758.0,775300
5259,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,11,2013,553758.0,492400
5264,Mount Road ATM,THURSDAY,NH,W,WWW,5,11,2013,553758.0,621700
5269,Mount Road ATM,FRIDAY,NH,W,WWH,5,11,2013,553758.0,652700
5274,Mount Road ATM,SATURDAY,NH,H,WHH,5,11,2013,553758.0,460500
5279,Mount Road ATM,SUNDAY,NH,H,HHW,5,11,2013,553758.0,165100
5284,Mount Road ATM,MONDAY,NH,W,HWW,5,11,2013,554243.0,444300
5289,Mount Road ATM,TUESDAY,NH,W,WWW,6,11,2013,554243.0,512600
5294,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,11,2013,554243.0,510600
5299,Mount Road ATM,THURSDAY,NH,W,WWW,6,11,2013,554243.0,433800
5304,Mount Road ATM,FRIDAY,NH,W,WWH,6,11,2013,554243.0,850600
5309,Mount Road ATM,SATURDAY,NH,H,WHH,6,11,2013,554243.0,756400
5314,Mount Road ATM,SUNDAY,NH,H,HHW,1,12,2013,554243.0,419400
5319,Mount Road ATM,MONDAY,NH,W,HWW,1,12,2013,561100.0,653500
5324,Mount Road ATM,TUESDAY,NH,W,WWW,1,12,2013,561100.0,869800
5329,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,12,2013,561100.0,893400
5334,Mount Road ATM,THURSDAY,NH,W,WWW,1,12,2013,561100.0,910300
5339,Mount Road ATM,FRIDAY,NH,W,WWH,2,12,2013,561100.0,775300
5344,Mount Road ATM,SATURDAY,NH,H,WHH,2,12,2013,561100.0,761800
5349,Mount Road ATM,SUNDAY,NH,H,HHW,2,12,2013,561100.0,473200
5354,Mount Road ATM,MONDAY,NH,W,HWW,2,12,2013,762472.0,883100
5359,Mount Road ATM,TUESDAY,NH,W,WWW,2,12,2013,762472.0,631400
5364,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,12,2013,762472.0,546500
5369,Mount Road ATM,THURSDAY,NH,W,WWW,3,12,2013,762472.0,452100
5407,Mount Road ATM,MONDAY,NH,W,HWW,6,12,2013,362543.0,534800
5412,Mount Road ATM,TUESDAY,NH,W,WWH,7,12,2013,362543.0,922400
5417,Mount Road ATM,WEDNESDAY,C,H,WHW,1,1,2014,510600.0,268800
5422,Mount Road ATM,THURSDAY,NH,W,HWW,1,1,2014,510600.0,1031000
5427,Mount Road ATM,FRIDAY,NH,W,WWH,1,1,2014,510600.0,653800
5432,Mount Road ATM,SATURDAY,NH,H,WHH,1,1,2014,510600.0,769900
5437,Mount Road ATM,SUNDAY,NH,H,HHW,1,1,2014,510600.0,395000
5442,Mount Road ATM,MONDAY,NH,W,HWW,2,1,2014,623700.0,1187800
5447,Mount Road ATM,TUESDAY,NH,W,WWW,2,1,2014,623700.0,1243400
5452,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,1,2014,623700.0,685600
5457,Mount Road ATM,THURSDAY,NH,W,WWW,2,1,2014,623700.0,769500
5462,Mount Road ATM,FRIDAY,NH,W,WWH,2,1,2014,623700.0,786500
5467,Mount Road ATM,SATURDAY,NH,H,WHH,3,1,2014,623700.0,649500
5472,Mount Road ATM,SUNDAY,NH,H,HHW,3,1,2014,623700.0,509000
5477,Mount Road ATM,MONDAY,NH,W,HWH,3,1,2014,833043.0,580100
5482,Mount Road ATM,TUESDAY,H,H,WHH,3,1,2014,833043.0,293000
5487,Mount Road ATM,WEDNESDAY,H,H,HHH,3,1,2014,833043.0,377200
5492,Mount Road ATM,THURSDAY,H,H,HHW,4,1,2014,833043.0,352600
5497,Mount Road ATM,FRIDAY,NH,W,HWH,4,1,2014,833043.0,660800
5502,Mount Road ATM,SATURDAY,NH,H,WHH,4,1,2014,833043.0,598900
5507,Mount Road ATM,SUNDAY,NH,H,HHW,4,1,2014,833043.0,266000
5512,Mount Road ATM,MONDAY,NH,W,HWW,4,1,2014,446943.0,550500
5517,Mount Road ATM,TUESDAY,NH,W,WWW,5,1,2014,446943.0,373800
5522,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,1,2014,446943.0,572800
5527,Mount Road ATM,THURSDAY,NH,W,WWW,5,1,2014,446943.0,564300
5532,Mount Road ATM,FRIDAY,NH,W,WWH,5,1,2014,446943.0,591200
5537,Mount Road ATM,SATURDAY,NH,H,WHH,5,1,2014,446943.0,579700
5542,Mount Road ATM,SUNDAY,N,H,HHW,6,1,2014,446943.0,365800
5547,Mount Road ATM,MONDAY,NH,W,HWW,6,1,2014,514015.0,511600
5552,Mount Road ATM,TUESDAY,NH,W,WWW,6,1,2014,514015.0,367500
5557,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,1,2014,514015.0,606900
5562,Mount Road ATM,THURSDAY,NH,W,WWW,6,1,2014,514015.0,487200
5567,Mount Road ATM,FRIDAY,NH,W,WWH,7,1,2014,514015.0,692200
5572,Mount Road ATM,SATURDAY,NH,H,WHH,1,2,2014,514015.0,651400
5577,Mount Road ATM,SUNDAY,NH,H,HHW,1,2,2014,514015.0,556200
5582,Mount Road ATM,MONDAY,NH,W,HWW,1,2,2014,553286.0,643200
5587,Mount Road ATM,TUESDAY,NH,W,WWW,1,2,2014,553286.0,727100
5592,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,2,2014,553286.0,741900
5597,Mount Road ATM,THURSDAY,NH,W,WWW,2,2,2014,553286.0,876300
5602,Mount Road ATM,FRIDAY,NH,W,WWH,2,2,2014,553286.0,710100
5607,Mount Road ATM,SATURDAY,NH,H,WHH,2,2,2014,553286.0,773700
5612,Mount Road ATM,SUNDAY,NH,H,HHW,2,2,2014,553286.0,197100
5617,Mount Road ATM,MONDAY,NH,W,HWW,2,2,2014,667058.0,881600
5622,Mount Road ATM,TUESDAY,NH,W,WWW,3,2,2014,667058.0,649600
5627,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,2,2014,667058.0,787200
5632,Mount Road ATM,THURSDAY,NH,W,WWW,3,2,2014,667058.0,575400
5637,Mount Road ATM,FRIDAY,NH,W,WWH,3,2,2014,667058.0,484200
5642,Mount Road ATM,SATURDAY,NH,H,WHH,3,2,2014,667058.0,832500
5647,Mount Road ATM,SUNDAY,NH,H,HHW,4,2,2014,667058.0,434600
5652,Mount Road ATM,MONDAY,NH,W,HWW,4,2,2014,663586.0,565600
5657,Mount Road ATM,TUESDAY,NH,W,WWW,4,2,2014,663586.0,423600
5662,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,2,2014,663586.0,548000
5667,Mount Road ATM,THURSDAY,NH,W,WWW,4,2,2014,663586.0,771500
5672,Mount Road ATM,FRIDAY,NH,W,WWH,5,2,2014,663586.0,562700
5677,Mount Road ATM,SATURDAY,NH,H,WHH,5,2,2014,663586.0,511800
5682,Mount Road ATM,SUNDAY,NH,H,HHW,5,2,2014,663586.0,208000
5687,Mount Road ATM,MONDAY,NH,W,HWW,5,2,2014,513029.0,617700
5692,Mount Road ATM,TUESDAY,NH,W,WWW,5,2,2014,513029.0,565700
5697,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,2,2014,513029.0,408500
5702,Mount Road ATM,THURSDAY,NH,W,WWW,6,2,2014,513029.0,506500
5707,Mount Road ATM,FRIDAY,NH,W,WWH,6,2,2014,513029.0,540900
5712,Mount Road ATM,SATURDAY,NH,H,WHH,1,3,2014,513029.0,805400
5717,Mount Road ATM,SUNDAY,NH,H,HHW,1,3,2014,513029.0,435300
5722,Mount Road ATM,MONDAY,NH,W,HWW,1,3,2014,554286.0,811400
5727,Mount Road ATM,TUESDAY,NH,W,WWW,1,3,2014,554286.0,761000
5732,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,3,2014,554286.0,922700
5737,Mount Road ATM,THURSDAY,NH,W,WWW,2,3,2014,554286.0,794400
5742,Mount Road ATM,FRIDAY,NH,W,WWH,2,3,2014,554286.0,586700
5747,Mount Road ATM,SATURDAY,NH,H,WHH,2,3,2014,554286.0,949600
5752,Mount Road ATM,SUNDAY,NH,H,HHW,2,3,2014,554286.0,493400
5757,Mount Road ATM,MONDAY,NH,W,HWW,2,3,2014,759886.0,834100
5762,Mount Road ATM,TUESDAY,NH,W,WWW,3,3,2014,759886.0,684000
5767,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,3,2014,759886.0,629600
5772,Mount Road ATM,THURSDAY,NH,W,WWW,3,3,2014,759886.0,388500
5777,Mount Road ATM,FRIDAY,NH,W,WWH,3,3,2014,759886.0,620800
5782,Mount Road ATM,SATURDAY,NH,H,WHH,3,3,2014,759886.0,492800
5787,Mount Road ATM,SUNDAY,NH,H,HHW,4,3,2014,759886.0,376300
5792,Mount Road ATM,MONDAY,NH,W,HWW,4,3,2014,575158.0,1235000
5797,Mount Road ATM,TUESDAY,NH,W,WWW,4,3,2014,575158.0,498900
5802,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,3,2014,575158.0,788000
5807,Mount Road ATM,THURSDAY,NH,W,WWW,4,3,2014,575158.0,638300
5812,Mount Road ATM,FRIDAY,NH,W,WWH,5,3,2014,575158.0,709800
5817,Mount Road ATM,SATURDAY,NH,H,WHH,5,3,2014,575158.0,992500
5822,Mount Road ATM,SUNDAY,NH,H,HHW,5,3,2014,575158.0,377300
5827,Mount Road ATM,MONDAY,NH,W,HWW,5,3,2014,748543.0,568400
5832,Mount Road ATM,TUESDAY,NH,W,WWW,5,3,2014,748543.0,609300
5837,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,3,2014,748543.0,833700
5842,Mount Road ATM,THURSDAY,NH,W,WWW,6,3,2014,748543.0,567800
5847,Mount Road ATM,FRIDAY,NH,W,WWH,6,3,2014,748543.0,373400
5852,Mount Road ATM,SATURDAY,NH,H,WHH,6,3,2014,748543.0,1126600
5857,Mount Road ATM,SUNDAY,NH,H,HHH,6,3,2014,748543.0,415300
5862,Mount Road ATM,MONDAY,H,H,HHW,7,3,2014,642072.0,1272400
5867,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,4,2014,642072.0,192700
5872,Mount Road ATM,THURSDAY,NH,W,WWW,1,4,2014,642072.0,1006500
5877,Mount Road ATM,FRIDAY,NH,W,WWH,1,4,2014,642072.0,948100
5882,Mount Road ATM,SATURDAY,NH,H,WHH,1,4,2014,642072.0,772600
5886,Mount Road ATM,SUNDAY,NH,H,HHW,2,4,2014,642072.0,605100
5890,Mount Road ATM,MONDAY,NH,W,HWW,2,4,2014,799567.0,721300
5895,Mount Road ATM,TUESDAY,NH,W,WWW,2,4,2014,799567.0,814200
5899,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,4,2014,799567.0,741800
5903,Mount Road ATM,THURSDAY,NH,W,WWW,2,4,2014,799567.0,668000
5907,Mount Road ATM,FRIDAY,NH,W,WWH,3,4,2014,799567.0,535900
5911,Mount Road ATM,SATURDAY,NH,H,WHH,3,4,2014,799567.0,768600
5916,Mount Road ATM,SUNDAY,H,H,HHH,3,4,2014,799567.0,546200
5921,Mount Road ATM,MONDAY,H,H,HHW,3,4,2014,685143.0,356800
5926,Mount Road ATM,TUESDAY,NH,W,HWW,3,4,2014,685143.0,706700
5931,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,4,2014,685143.0,525700
5936,Mount Road ATM,THURSDAY,NH,W,WWH,4,4,2014,685143.0,706300
5941,Mount Road ATM,FRIDAY,C,H,WHH,4,4,2014,685143.0,560300
5946,Mount Road ATM,SATURDAY,NH,H,HHH,4,4,2014,685143.0,604900
5951,Mount Road ATM,SUNDAY,NH,H,HHW,4,4,2014,685143.0,405500
5956,Mount Road ATM,MONDAY,NH,W,HWW,5,4,2014,552315.0,1057300
5961,Mount Road ATM,TUESDAY,NH,W,WWW,5,4,2014,552315.0,641300
5966,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,4,2014,552315.0,383300
5971,Mount Road ATM,THURSDAY,NH,W,WWW,5,4,2014,552315.0,177300
5976,Mount Road ATM,FRIDAY,NH,W,WWH,5,4,2014,552315.0,699700
5981,Mount Road ATM,SATURDAY,NH,H,WHH,6,4,2014,552315.0,427600
5986,Mount Road ATM,SUNDAY,NH,H,HHW,6,4,2014,552315.0,428500
5991,Mount Road ATM,MONDAY,NH,W,HWW,6,4,2014,545000.0,531600
5996,Mount Road ATM,TUESDAY,NH,W,WWW,6,4,2014,545000.0,344600
6001,Mount Road ATM,WEDNESDAY,NH,W,WWH,6,4,2014,545000.0,1063800
6006,Mount Road ATM,THURSDAY,N,H,WHW,1,5,2014,545000.0,438300
6011,Mount Road ATM,FRIDAY,NH,W,HWH,1,5,2014,545000.0,883100
6016,Mount Road ATM,SATURDAY,NH,H,WHH,1,5,2014,545000.0,925300
6021,Mount Road ATM,SUNDAY,NH,H,HHW,1,5,2014,545000.0,459500
6026,Mount Road ATM,MONDAY,NH,W,HWW,1,5,2014,663743.0,1022100
6031,Mount Road ATM,TUESDAY,NH,W,WWW,2,5,2014,663743.0,604500
6036,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,5,2014,663743.0,740300
6041,Mount Road ATM,THURSDAY,NH,W,WWW,2,5,2014,663743.0,850400
6046,Mount Road ATM,FRIDAY,NH,W,WWH,2,5,2014,663743.0,493300
6051,Mount Road ATM,SATURDAY,NH,H,WHH,2,5,2014,663743.0,916900
6056,Mount Road ATM,SUNDAY,NH,H,HHW,3,5,2014,663743.0,286500
6061,Mount Road ATM,MONDAY,NH,W,HWW,3,5,2014,702000.0,660100
6066,Mount Road ATM,TUESDAY,NH,W,WWW,3,5,2014,702000.0,782500
6071,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,5,2014,702000.0,613100
6076,Mount Road ATM,THURSDAY,NH,W,WWW,3,5,2014,702000.0,475200
6081,Mount Road ATM,FRIDAY,NH,W,WWH,4,5,2014,702000.0,370000
6086,Mount Road ATM,SATURDAY,NH,H,WHH,4,5,2014,702000.0,713800
6091,Mount Road ATM,SUNDAY,NH,H,HHW,4,5,2014,702000.0,326600
6096,Mount Road ATM,MONDAY,NH,W,HWW,4,5,2014,563043.0,926800
6101,Mount Road ATM,TUESDAY,NH,W,WWW,4,5,2014,563043.0,683100
6106,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,5,2014,563043.0,520800
6111,Mount Road ATM,THURSDAY,NH,W,WWW,5,5,2014,563043.0,642300
6116,Mount Road ATM,FRIDAY,NH,W,WWH,5,5,2014,563043.0,603700
6121,Mount Road ATM,SATURDAY,NH,H,WHH,5,5,2014,563043.0,625900
6126,Mount Road ATM,SUNDAY,NH,H,HHW,5,5,2014,563043.0,353100
6131,Mount Road ATM,MONDAY,NH,W,HWW,6,5,2014,622243.0,515500
6136,Mount Road ATM,TUESDAY,NH,W,WWW,6,5,2014,622243.0,594300
6141,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,5,2014,622243.0,744800
6146,Mount Road ATM,THURSDAY,NH,W,WWW,6,5,2014,622243.0,1033900
6151,Mount Road ATM,FRIDAY,NH,W,WWH,6,5,2014,622243.0,899300
6156,Mount Road ATM,SATURDAY,NH,H,WHH,7,5,2014,622243.0,1089200
6161,Mount Road ATM,SUNDAY,NH,H,HHW,1,6,2014,622243.0,773100
6166,Mount Road ATM,MONDAY,NH,W,HWW,1,6,2014,807158.0,1130100
6171,Mount Road ATM,TUESDAY,NH,W,WWW,1,6,2014,807158.0,766600
6176,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,6,2014,807158.0,869800
6181,Mount Road ATM,THURSDAY,NH,W,WWW,1,6,2014,807158.0,614700
6186,Mount Road ATM,FRIDAY,NH,W,WWH,2,6,2014,807158.0,945300
6191,Mount Road ATM,SATURDAY,NH,H,WHH,2,6,2014,807158.0,898900
6196,Mount Road ATM,SUNDAY,NH,H,HHW,2,6,2014,807158.0,689500
6201,Mount Road ATM,MONDAY,NH,W,HWW,2,6,2014,844986.0,722800
6206,Mount Road ATM,TUESDAY,NH,W,WWW,2,6,2014,844986.0,629800
6211,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,6,2014,844986.0,685300
6216,Mount Road ATM,THURSDAY,NH,W,WWW,3,6,2014,844986.0,635800
6221,Mount Road ATM,FRIDAY,NH,W,WWH,3,6,2014,844986.0,547100
6226,Mount Road ATM,SATURDAY,NH,H,WHH,3,6,2014,844986.0,763700
6231,Mount Road ATM,SUNDAY,NH,H,HHW,3,6,2014,844986.0,401100
6236,Mount Road ATM,MONDAY,NH,W,HWW,4,6,2014,626515.0,788500
6241,Mount Road ATM,TUESDAY,NH,W,WWW,4,6,2014,626515.0,288500
6246,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,6,2014,626515.0,721900
6251,Mount Road ATM,THURSDAY,NH,W,WWW,4,6,2014,626515.0,482600
6256,Mount Road ATM,FRIDAY,NH,W,WWH,4,6,2014,626515.0,859800
6261,Mount Road ATM,SATURDAY,NH,H,WHH,5,6,2014,626515.0,669400
6266,Mount Road ATM,SUNDAY,NH,H,HHW,5,6,2014,626515.0,397200
6271,Mount Road ATM,MONDAY,NH,W,HWW,5,6,2014,601129.0,606000
6276,Mount Road ATM,TUESDAY,NH,W,WWW,5,6,2014,601129.0,707300
6281,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,6,2014,601129.0,765600
6286,Mount Road ATM,THURSDAY,NH,W,WWW,6,6,2014,601129.0,624000
6291,Mount Road ATM,FRIDAY,NH,W,WWH,6,6,2014,601129.0,735500
6296,Mount Road ATM,SATURDAY,NH,H,WHH,6,6,2014,601129.0,799500
6301,Mount Road ATM,SUNDAY,NH,H,HHW,6,6,2014,601129.0,387000
6306,Mount Road ATM,MONDAY,NH,W,HWW,6,6,2014,660700.0,1360200
6311,Mount Road ATM,TUESDAY,NH,W,WWW,1,7,2014,660700.0,801000
6316,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,7,2014,660700.0,1179400
6321,Mount Road ATM,THURSDAY,NH,W,WWW,1,7,2014,660700.0,1000800
6326,Mount Road ATM,FRIDAY,NH,W,WWH,1,7,2014,660700.0,990700
6331,Mount Road ATM,SATURDAY,NH,H,WHH,1,7,2014,660700.0,1111100
6336,Mount Road ATM,SUNDAY,NH,H,HHW,2,7,2014,660700.0,604600
6341,Mount Road ATM,MONDAY,NH,W,HWW,2,7,2014,1006829.0,1256300
6346,Mount Road ATM,TUESDAY,NH,W,WWW,2,7,2014,1006829.0,659300
6351,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,7,2014,1006829.0,822000
6356,Mount Road ATM,THURSDAY,NH,W,WWW,2,7,2014,1006829.0,711500
6361,Mount Road ATM,FRIDAY,NH,W,WWH,3,7,2014,1006829.0,903200
6366,Mount Road ATM,SATURDAY,NH,H,WHH,3,7,2014,1006829.0,1050300
6371,Mount Road ATM,SUNDAY,NH,H,HHW,3,7,2014,1006829.0,384500
6376,Mount Road ATM,MONDAY,NH,W,HWW,3,7,2014,826729.0,606100
6381,Mount Road ATM,TUESDAY,NH,W,WWW,3,7,2014,826729.0,657700
6386,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,7,2014,826729.0,572200
6391,Mount Road ATM,THURSDAY,NH,W,WWW,4,7,2014,826729.0,563300
6396,Mount Road ATM,FRIDAY,NH,W,WWH,4,7,2014,826729.0,525400
6401,Mount Road ATM,SATURDAY,NH,H,WHH,4,7,2014,826729.0,946800
6406,Mount Road ATM,SUNDAY,NH,H,HHW,4,7,2014,826729.0,529300
6411,Mount Road ATM,MONDAY,NH,W,HWW,5,7,2014,628686.0,926800
6416,Mount Road ATM,TUESDAY,NH,W,WWW,5,7,2014,628686.0,608600
6421,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,7,2014,628686.0,646300
6426,Mount Road ATM,THURSDAY,NH,W,WWW,5,7,2014,628686.0,664300
6431,Mount Road ATM,FRIDAY,NH,W,WWH,5,7,2014,628686.0,732500
6436,Mount Road ATM,SATURDAY,NH,H,WHH,6,7,2014,628686.0,1063600
6441,Mount Road ATM,SUNDAY,NH,H,HHW,6,7,2014,628686.0,388700
6446,Mount Road ATM,MONDAY,NH,W,HWH,6,7,2014,718686.0,651200
6451,Mount Road ATM,TUESDAY,M,H,WHW,6,7,2014,718686.0,368500
6456,Mount Road ATM,WEDNESDAY,NH,W,HWW,6,7,2014,718686.0,839100
6461,Mount Road ATM,THURSDAY,NH,W,WWW,7,7,2014,718686.0,963800
6466,Mount Road ATM,FRIDAY,NH,W,WWH,1,8,2014,718686.0,1058400
6471,Mount Road ATM,SATURDAY,NH,H,WHH,1,8,2014,718686.0,952100
6476,Mount Road ATM,SUNDAY,NH,H,HHW,1,8,2014,718686.0,506600
6481,Mount Road ATM,MONDAY,NH,W,HWW,1,8,2014,762815.0,729500
6486,Mount Road ATM,TUESDAY,NH,W,WWW,1,8,2014,762815.0,779600
6491,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,8,2014,762815.0,861200
6496,Mount Road ATM,THURSDAY,NH,W,WWW,2,8,2014,762815.0,859200
6501,Mount Road ATM,FRIDAY,NH,W,WWH,2,8,2014,762815.0,841900
6506,Mount Road ATM,SATURDAY,NH,H,WHH,2,8,2014,762815.0,1004500
6510,Mount Road ATM,SUNDAY,NH,H,HHW,2,8,2014,762815.0,543700
6515,Mount Road ATM,MONDAY,NH,W,HWW,3,8,2014,802800.0,867700
6520,Mount Road ATM,TUESDAY,NH,W,WWW,3,8,2014,802800.0,666800
